;Date;Time;x;y;fx;fy
;01/12/2022;10:37:25.769;27;2;-105;0
;01/12/2022;10:37:25.831;26;2;-105;0
;01/12/2022;10:37:25.925;24;2;-105;0
;01/12/2022;10:37:25.972;23;2;-105;0
;01/12/2022;10:37:26.035;23;2;-105;0
;01/12/2022;10:37:26.081;22;2;-103;0
;01/12/2022;10:37:26.175;20;2;-103;0
;01/12/2022;10:37:26.222;19;2;-103;0
;01/12/2022;10:37:26.269;18;2;-103;0
;01/12/2022;10:37:26.332;17;2;-103;0
;01/12/2022;10:37:26.426;16;2;-58;28
;01/12/2022;10:37:26.472;16;2;-58;28
;01/12/2022;10:37:26.519;16;2;-58;28
;01/12/2022;10:37:26.582;16;2;-58;28
;01/12/2022;10:37:26.660;16;2;-58;28
;01/12/2022;10:37:26.722;16;2;-47;68
;01/12/2022;10:37:26.769;16;2;-47;68
;01/12/2022;10:37:26.816;16;2;-47;68
;01/12/2022;10:37:26.910;16;2;-47;68
;01/12/2022;10:37:26.957;16;2;-47;68
;01/12/2022;10:37:27.019;16;2;-47;84
;01/12/2022;10:37:27.113;16;4;0;84
;01/12/2022;10:37:27.160;16;4;0;84
;01/12/2022;10:37:27.207;16;5;0;84
;01/12/2022;10:37:27.269;16;6;0;84
;01/12/2022;10:37:27.363;16;6;41;0
;01/12/2022;10:37:27.410;16;6;41;0
;01/12/2022;10:37:27.457;16;6;41;0
;01/12/2022;10:37:27.503;16;6;41;0
;01/12/2022;10:37:27.597;16;6;41;0
;01/12/2022;10:37:27.644;17;6;85;0
;01/12/2022;10:37:27.707;17;6;85;0
;01/12/2022;10:37:27.800;19;6;85;-41
;01/12/2022;10:37:27.847;19;6;85;-41
;01/12/2022;10:37:27.910;20;6;85;-41
;01/12/2022;10:37:27.957;21;6;80;-41
;01/12/2022;10:37:28.019;21;6;80;-41
;01/12/2022;10:37:28.113;23;6;80;-36
;01/12/2022;10:37:28.160;23;6;80;-36
;01/12/2022;10:37:28.207;24;6;80;-36
;01/12/2022;10:37:28.269;25;6;48;-36
;01/12/2022;10:37:28.363;25;6;48;-42
;01/12/2022;10:37:28.410;25;6;48;-42
;01/12/2022;10:37:28.457;25;6;48;-42
;01/12/2022;10:37:28.519;25;6;48;-42
;01/12/2022;10:37:28.597;25;6;0;-42
;01/12/2022;10:37:28.660;25;6;0;-42
;01/12/2022;10:37:28.707;25;6;0;0
;01/12/2022;10:37:28.754;25;6;0;0
;01/12/2022;10:37:28.848;25;6;0;0
;01/12/2022;10:37:28.894;25;6;0;0
;01/12/2022;10:37:28.941;25;6;0;0
;01/12/2022;10:37:29.035;25;6;0;0
;01/12/2022;10:37:29.082;25;6;0;0
;01/12/2022;10:37:29.144;25;7;0;129
;01/12/2022;10:37:29.191;25;8;0;129
;01/12/2022;10:37:29.285;25;11;0;129
;01/12/2022;10:37:29.347;25;12;0;129
;01/12/2022;10:37:29.394;25;13;0;129
;01/12/2022;10:37:29.441;25;14;0;124
;01/12/2022;10:37:29.551;25;17;-29;124
;01/12/2022;10:37:29.597;25;18;-29;124
;01/12/2022;10:37:29.660;25;19;-29;124
;01/12/2022;10:37:29.707;25;20;-29;124
;01/12/2022;10:37:29.769;24;21;-125;0
;01/12/2022;10:37:29.832;23;21;-125;0
;01/12/2022;10:37:29.879;22;21;-125;0
;01/12/2022;10:37:29.972;20;21;-125;0
;01/12/2022;10:37:30.035;19;21;-125;27
;01/12/2022;10:37:30.097;17;21;-220;27
;01/12/2022;10:37:30.144;14;21;-220;27
;01/12/2022;10:37:30.207;11;21;-220;27
;01/12/2022;10:37:30.301;6;21;-220;27
;01/12/2022;10:37:30.348;3;21;-220;138
;01/12/2022;10:37:30.410;0;23;-146;138
;01/12/2022;10:37:30.472;-2;25;-146;138
;01/12/2022;10:37:30.519;-3;27;-146;138
;01/12/2022;10:37:30.582;-5;28;-146;138
;01/12/2022;10:37:30.644;-6;30;-146;256
;01/12/2022;10:37:30.738;-8;36;-59;256
;01/12/2022;10:37:30.801;-8;40;-59;256
;01/12/2022;10:37:30.847;-8;43;-59;256
;01/12/2022;10:37:30.910;-8;46;-59;256
;01/12/2022;10:37:30.957;-8;49;-59;256
;01/12/2022;10:37:31.019;-9;53;-173;156
;01/12/2022;10:37:31.082;-11;55;-173;156
;01/12/2022;10:37:31.144;-13;56;-173;156
;01/12/2022;10:37:31.238;-16;60;-173;156
;01/12/2022;10:37:31.301;-18;60;-173;0
;01/12/2022;10:37:31.363;-20;60;-173;0
;01/12/2022;10:37:31.410;-23;60;-354;0
;01/12/2022;10:37:31.473;-31;60;-354;0
;01/12/2022;10:37:31.519;-35;60;-354;0
;01/12/2022;10:37:31.582;-39;60;-354;54
;01/12/2022;10:37:31.644;-43;60;-354;54
;01/12/2022;10:37:31.738;-50;60;-292;54
;01/12/2022;10:37:31.785;-54;60;-292;54
;01/12/2022;10:37:31.848;-58;60;-292;54
;01/12/2022;10:37:31.910;-62;61;-292;156
;01/12/2022;10:37:31.973;-67;63;-292;156
;01/12/2022;10:37:32.035;-73;66;-177;156
;01/12/2022;10:37:32.082;-75;68;-177;156
;01/12/2022;10:37:32.145;-77;69;-177;156
;01/12/2022;10:37:32.207;-79;71;-177;217
;01/12/2022;10:37:32.301;-82;77;-58;217
;01/12/2022;10:37:32.363;-82;79;-58;217
;01/12/2022;10:37:32.426;-82;84;-58;217
;01/12/2022;10:37:32.473;-82;87;-58;316
;01/12/2022;10:37:32.535;-82;91;-58;316
;01/12/2022;10:37:32.598;-82;94;-53;316
;01/12/2022;10:37:32.644;-82;98;-53;316
;01/12/2022;10:37:32.707;-82;101;-53;316
;01/12/2022;10:37:32.769;-82;105;-53;316
;01/12/2022;10:37:32.863;-82;110;-53;124
;01/12/2022;10:37:32.926;-85;113;-204;124
;01/12/2022;10:37:32.988;-87;114;-204;124
;01/12/2022;10:37:33.035;-90;115;-204;124
;01/12/2022;10:37:33.098;-92;116;-204;124
;01/12/2022;10:37:33.160;-95;116;-204;0
;01/12/2022;10:37:33.223;-97;116;-204;0
;01/12/2022;10:37:33.270;-101;116;-165;-37
;01/12/2022;10:37:33.332;-102;116;-165;-37
;01/12/2022;10:37:33.394;-104;116;-165;-37
;01/12/2022;10:37:33.457;-106;116;-165;-37
;01/12/2022;10:37:33.519;-107;116;-165;-37
;01/12/2022;10:37:33.582;-111;116;-164;-51
;01/12/2022;10:37:33.645;-113;116;-164;-51
;01/12/2022;10:37:33.707;-114;116;-164;-51
;01/12/2022;10:37:33.769;-116;116;-164;-51
;01/12/2022;10:37:33.863;-119;116;-45;0
;01/12/2022;10:37:33.926;-119;116;-45;0
;01/12/2022;10:37:33.988;-119;116;-45;0
;01/12/2022;10:37:34.035;-119;116;-45;43
;01/12/2022;10:37:34.098;-119;116;-45;43
;01/12/2022;10:37:34.160;-119;116;0;43
;01/12/2022;10:37:34.207;-119;116;0;43
;01/12/2022;10:37:34.270;-119;116;0;43
;01/12/2022;10:37:34.332;-119;116;0;121
;01/12/2022;10:37:34.426;-119;119;0;121
;01/12/2022;10:37:34.488;-119;120;0;121
;01/12/2022;10:37:34.535;-119;121;0;121
;01/12/2022;10:37:34.598;-119;122;0;121
;01/12/2022;10:37:34.645;-119;123;0;115
;01/12/2022;10:37:34.707;-119;124;0;115
;01/12/2022;10:37:34.770;-117;126;178;115
;01/12/2022;10:37:34.832;-114;127;178;115
;01/12/2022;10:37:34.895;-112;128;178;115
;01/12/2022;10:37:34.957;-110;129;178;0
;01/12/2022;10:37:35.020;-108;129;178;0
;01/12/2022;10:37:35.082;-102;129;505;0
;01/12/2022;10:37:35.192;-95;129;505;0
;01/12/2022;10:37:35.238;-92;129;505;0
;01/12/2022;10:37:35.301;-88;129;505;0
;01/12/2022;10:37:35.363;-84;129;505;0
;01/12/2022;10:37:35.426;-77;129;575;0
;01/12/2022;10:37:35.473;-73;129;575;0
;01/12/2022;10:37:35.535;-69;129;575;0
;01/12/2022;10:37:35.598;-66;129;575;0
;01/12/2022;10:37:35.645;-62;129;575;0
;01/12/2022;10:37:35.707;-59;129;446;0
;01/12/2022;10:37:35.770;-51;129;446;0
;01/12/2022;10:37:35.832;-47;129;446;0
;01/12/2022;10:37:35.926;-40;129;446;0
;01/12/2022;10:37:35.989;-37;129;433;0
;01/12/2022;10:37:36.051;-33;129;433;0
;01/12/2022;10:37:36.113;-29;129;433;0
;01/12/2022;10:37:36.160;-26;129;433;0
;01/12/2022;10:37:36.223;-18;129;433;0
;01/12/2022;10:37:36.285;-15;129;461;0
;01/12/2022;10:37:36.348;-11;129;461;0
;01/12/2022;10:37:36.395;-7;129;461;0
;01/12/2022;10:37:36.457;-4;129;461;0
;01/12/2022;10:37:36.520;3;129;461;0
;01/12/2022;10:37:36.582;6;129;472;0
;01/12/2022;10:37:36.645;10;129;472;0
;01/12/2022;10:37:36.738;17;129;472;0
;01/12/2022;10:37:36.801;21;129;472;0
;01/12/2022;10:37:36.863;25;129;472;0
;01/12/2022;10:37:36.926;32;129;515;-37
;01/12/2022;10:37:36.989;36;129;515;-37
;01/12/2022;10:37:37.067;39;129;515;-37
;01/12/2022;10:37:37.176;50;129;513;-37
;01/12/2022;10:37:37.238;54;129;513;-56
;01/12/2022;10:37:37.317;58;129;513;-56
;01/12/2022;10:37:37.442;69;129;513;-56
;01/12/2022;10:37:37.567;76;129;510;-56
;01/12/2022;10:37:37.645;83;129;510;-53
;01/12/2022;10:37:37.707;87;129;510;-53
;01/12/2022;10:37:37.770;91;129;510;-53
;01/12/2022;10:37:37.864;98;129;428;-53
;01/12/2022;10:37:37.926;105;129;428;-41
